number,opcode,operands,result,may_throw,may_bailout,may_call_php,may_run_dtor,reference_semantics,observer_boundary,interrupt_boundary,existing_jit_support,planned_znmir_lowering,n0_x64,n0_a64,special_cases,effect_ids,read_domains,write_domains,ownership_actions,barrier_ids,tests,source_refs,reason
0,ZEND_NOP,"{""dispatches"":[],""extended"":[],""handler_style"":""ZEND_VM_HOT_HANDLER"",""op1"":[""ANY""],""op2"":[""ANY""],""spec"":[],""variants"":[]}",none,never,never,never,never,The cited handler has no reference-specific path; ordinary zval operands may still be dereferenced only according to their declared handler forms.,never,never,partial,runtime.misc,not_started,not_started,[],[],[],[],[],[],"[""contract.opcode_matrix"",""opcode.ZEND_NOP""]","[{""end_line"":8144,""path"":""Zend/zend_vm_def.h"",""start_line"":8138,""symbol"":""ZEND_NOP""},{""end_line"":2726,""path"":""ext/opcache/jit/zend_jit.c"",""start_line"":2726,""symbol"":""ZEND_NOP""}]",The cited VM definition is an explicit control/metadata no-op with pure/no-memory/no-ownership behavior; it contains no semantic value access.
150,ZEND_USER_OPCODE,"{""dispatches"":[{""kind"":""helper"",""source_line"":8301,""target"":""zend_leave_helper"",""target_end_line"":3127,""target_start_line"":2986}],""extended"":[],""handler_style"":""ZEND_VM_HANDLER"",""op1"":[""ANY""],""op2"":[""ANY""],""spec"":[],""variants"":[]}",none,conditional,conditional,conditional,conditional,The cited handler has no reference-specific path; ordinary zval operands may still be dereferenced only according to their declared handler forms.,never,never,none,suspend.generator,not_started,not_started,"[""call"",""destructor"",""exception"",""generator"",""zts""]","[""bailout"",""call_internal"",""call_php"",""read_memory"",""reenter_php"",""run_destructor"",""throw"",""write_memory""]","[""engine.exception"",""engine.generator"",""frame.args"",""frame.call_chain"",""heap.array"",""heap.object"",""heap.zval""]","[""engine.exception"",""frame.call_chain"",""gc.metadata"",""heap.array"",""heap.object"",""heap.zval""]","[""borrow"",""conditional_destroy""]","[""bailout"",""destructor"",""exception"",""reentrancy"",""safepoint""]","[""contract.opcode_matrix"",""opcode.ZEND_USER_OPCODE""]","[{""end_line"":3127,""path"":""Zend/zend_vm_def.h"",""start_line"":2986,""symbol"":""zend_leave_helper""},{""end_line"":8313,""path"":""Zend/zend_vm_def.h"",""start_line"":8282,""symbol"":""ZEND_USER_OPCODE""}]","The cited VM handler and operand declaration provide the exception, bailout, PHP-call/reentrancy, ZTS executor-global paths used for this conservative annotation; JIT status uses only cited compiler cases. Dispatched helper definitions (zend_leave_helper) are cited and included in the conservative effect union."
151,ZEND_ASSERT_CHECK,"{""dispatches"":[],""extended"":[],""handler_style"":""ZEND_VM_HANDLER"",""op1"":[""ANY""],""op2"":[""JMP_ADDR""],""spec"":[],""variants"":[]}",control,never,never,never,never,The cited handler has no reference-specific path; ordinary zval operands may still be dereferenced only according to their declared handler forms.,never,never,partial,control.branch,not_started,not_started,"[""zts""]","[""read_memory"",""write_memory""]","[""frame.call_chain""]","[""frame.call_chain""]","[""borrow""]",[],"[""contract.opcode_matrix"",""opcode.ZEND_ASSERT_CHECK""]","[{""end_line"":8972,""path"":""Zend/zend_vm_def.h"",""start_line"":8958,""symbol"":""ZEND_ASSERT_CHECK""},{""end_line"":291,""path"":""ext/opcache/jit/zend_jit.c"",""start_line"":291,""symbol"":""ZEND_ASSERT_CHECK""}]",The cited VM handler and operand declaration provide the ZTS executor-global paths used for this conservative annotation; JIT status uses only cited compiler cases.
152,ZEND_JMP_SET,"{""dispatches"":[],""extended"":[],""handler_style"":""ZEND_VM_COLD_CONST_HANDLER"",""op1"":[""CONST"",""TMP"",""CV""],""op2"":[""JMP_ADDR""],""spec"":[],""variants"":[]}",control,conditional,conditional,never,conditional,"The cited handler contains an explicit reference, indirect, dereference, or separation path; preserve alias identity and the listed ownership actions.",never,never,trace,control.branch,not_started,not_started,"[""destructor"",""exception"",""reference"",""zts""]","[""bailout"",""read_memory"",""reenter_php"",""run_destructor"",""throw"",""write_memory""]","[""engine.exception"",""frame.call_chain"",""frame.locals"",""frame.temps"",""heap.reference"",""heap.zval""]","[""engine.exception"",""frame.call_chain"",""heap.zval""]","[""borrow"",""canonicalize"",""conditional_destroy"",""copy_addref"",""move""]","[""bailout"",""destructor"",""exception"",""reentrancy"",""safepoint""]","[""contract.opcode_matrix"",""opcode.ZEND_JMP_SET""]","[{""end_line"":7844,""path"":""Zend/zend_vm_def.h"",""start_line"":7798,""symbol"":""ZEND_JMP_SET""},{""end_line"":17224,""path"":""ext/opcache/jit/zend_jit_ir.c"",""start_line"":17224,""symbol"":""ZEND_JMP_SET""}]","The cited VM handler and operand declaration provide the exception, bailout, destructor, reference/indirect, ZTS executor-global paths used for this conservative annotation; JIT status uses only cited compiler cases."
153,ZEND_UNSET_CV,"{""dispatches"":[],""extended"":[],""handler_style"":""ZEND_VM_HANDLER"",""op1"":[""CV""],""op2"":[""UNUSED""],""spec"":[],""variants"":[]}",none,conditional,conditional,never,conditional,"The cited handler contains an explicit reference, indirect, dereference, or separation path; preserve alias identity and the listed ownership actions.",never,never,none,runtime.variable,not_started,not_started,"[""destructor"",""exception"",""reference""]","[""bailout"",""read_memory"",""reenter_php"",""run_destructor"",""throw"",""write_memory""]","[""engine.exception"",""frame.call_chain"",""frame.locals"",""heap.reference"",""heap.zval""]","[""engine.exception"",""frame.call_chain"",""frame.locals"",""heap.zval""]","[""borrow"",""canonicalize"",""conditional_destroy""]","[""bailout"",""destructor"",""exception"",""reentrancy"",""safepoint""]","[""contract.opcode_matrix"",""opcode.ZEND_UNSET_CV""]","[{""end_line"":6681,""path"":""Zend/zend_vm_def.h"",""start_line"":6664,""symbol"":""ZEND_UNSET_CV""}]","The cited VM handler and operand declaration provide the exception, bailout, destructor, reference/indirect paths used for this conservative annotation; JIT status uses only cited compiler cases."
154,ZEND_ISSET_ISEMPTY_CV,"{""dispatches"":[],""extended"":[""ISSET""],""handler_style"":""ZEND_VM_HOT_HANDLER"",""op1"":[""CV""],""op2"":[""UNUSED""],""spec"":[""ISSET""],""variants"":[]}",temporary,never,never,never,never,"The cited handler contains an explicit reference, indirect, dereference, or separation path; preserve alias identity and the listed ownership actions.",never,never,both,runtime.variable,not_started,not_started,"[""reference""]","[""read_memory"",""write_memory""]","[""frame.locals"",""heap.reference""]","[""frame.temps"",""heap.reference""]","[""canonicalize"",""produce_owned""]",[],"[""contract.opcode_matrix"",""opcode.ZEND_ISSET_ISEMPTY_CV""]","[{""end_line"":7525,""path"":""Zend/zend_vm_def.h"",""start_line"":7504,""symbol"":""ZEND_ISSET_ISEMPTY_CV""},{""end_line"":2330,""path"":""ext/opcache/jit/zend_jit.c"",""start_line"":2330,""symbol"":""ZEND_ISSET_ISEMPTY_CV""},{""end_line"":5765,""path"":""ext/opcache/jit/zend_jit_trace.c"",""start_line"":5765,""symbol"":""ZEND_ISSET_ISEMPTY_CV""}]",The cited VM handler and operand declaration provide the reference/indirect paths used for this conservative annotation; JIT status uses only cited compiler cases.
155,ZEND_FETCH_LIST_W,"{""dispatches"":[],""extended"":[],""handler_style"":""ZEND_VM_HANDLER"",""op1"":[""VAR""],""op2"":[""CONST"",""TMP"",""CV""],""spec"":[],""variants"":[]}",temporary,conditional,conditional,never,conditional,"The cited handler contains an explicit reference, indirect, dereference, or separation path; preserve alias identity and the listed ownership actions.",never,never,both,runtime.reference,not_started,not_started,"[""destructor"",""exception"",""reference""]","[""bailout"",""call_internal"",""read_memory"",""reenter_php"",""run_destructor"",""throw"",""write_memory""]","[""engine.exception"",""frame.call_chain"",""frame.locals"",""frame.temps"",""heap.array"",""heap.reference"",""heap.zval""]","[""engine.exception"",""frame.call_chain"",""frame.temps"",""heap.reference"",""heap.zval""]","[""canonicalize"",""conditional_destroy"",""produce_owned""]","[""bailout"",""destructor"",""exception"",""reentrancy"",""safepoint""]","[""contract.opcode_matrix"",""opcode.ZEND_FETCH_LIST_W""]","[{""end_line"":2488,""path"":""Zend/zend_vm_def.h"",""start_line"":2466,""symbol"":""ZEND_FETCH_LIST_W""},{""end_line"":2401,""path"":""ext/opcache/jit/zend_jit.c"",""start_line"":2401,""symbol"":""ZEND_FETCH_LIST_W""},{""end_line"":5903,""path"":""ext/opcache/jit/zend_jit_trace.c"",""start_line"":5903,""symbol"":""ZEND_FETCH_LIST_W""}]","The cited VM handler and operand declaration provide the exception, bailout, destructor, reference/indirect paths used for this conservative annotation; JIT status uses only cited compiler cases."
156,ZEND_SEPARATE,"{""dispatches"":[],""extended"":[],""handler_style"":""ZEND_VM_HANDLER"",""op1"":[""VAR""],""op2"":[""UNUSED""],""spec"":[],""variants"":[]}",temporary,never,never,never,never,"The cited handler contains an explicit reference, indirect, dereference, or separation path; preserve alias identity and the listed ownership actions.",never,never,none,runtime.misc,not_started,not_started,"[""reference""]","[""read_memory"",""write_memory""]","[""frame.temps"",""heap.reference""]","[""frame.temps"",""heap.reference""]","[""canonicalize"",""cow_separate"",""produce_owned""]",[],"[""contract.opcode_matrix"",""opcode.ZEND_SEPARATE""]","[{""end_line"":8429,""path"":""Zend/zend_vm_def.h"",""start_line"":8415,""symbol"":""ZEND_SEPARATE""}]",The cited VM handler and operand declaration provide the reference/indirect paths used for this conservative annotation; JIT status uses only cited compiler cases.
157,ZEND_FETCH_CLASS_NAME,"{""dispatches"":[],""extended"":[],""handler_style"":""ZEND_VM_HANDLER"",""op1"":[""CV"",""TMP"",""UNUSED"",""CLASS_FETCH""],""op2"":[""ANY""],""spec"":[],""variants"":[]}",temporary,conditional,conditional,never,conditional,"The cited handler contains an explicit reference, indirect, dereference, or separation path; preserve alias identity and the listed ownership actions.",never,never,none,runtime.variable,not_started,not_started,"[""destructor"",""exception"",""reference""]","[""bailout"",""call_internal"",""read_memory"",""reenter_php"",""run_destructor"",""throw"",""write_memory""]","[""engine.class_table"",""engine.exception"",""frame.call_chain"",""frame.locals"",""frame.temps"",""heap.object"",""heap.reference"",""heap.zval""]","[""engine.exception"",""frame.call_chain"",""frame.temps"",""heap.reference"",""heap.zval""]","[""canonicalize"",""conditional_destroy"",""produce_owned""]","[""bailout"",""destructor"",""exception"",""reentrancy"",""safepoint""]","[""contract.opcode_matrix"",""opcode.ZEND_FETCH_CLASS_NAME""]","[{""end_line"":9034,""path"":""Zend/zend_vm_def.h"",""start_line"":8973,""symbol"":""ZEND_FETCH_CLASS_NAME""}]","The cited VM handler and operand declaration provide the exception, bailout, destructor, reference/indirect paths used for this conservative annotation; JIT status uses only cited compiler cases."
158,ZEND_CALL_TRAMPOLINE,"{""dispatches"":[],""extended"":[],""handler_style"":""ZEND_VM_HANDLER"",""op1"":[""ANY""],""op2"":[""ANY""],""spec"":[""OBSERVER""],""variants"":[]}",temporary,conditional,conditional,conditional,conditional,"The cited handler contains an explicit reference, indirect, dereference, or separation path; preserve alias identity and the listed ownership actions.",conditional,never,none,call.dynamic,not_started,not_started,"[""call"",""destructor"",""exception"",""observer"",""reference"",""zts""]","[""allocate"",""bailout"",""call_internal"",""call_php"",""observe_frame"",""read_memory"",""reenter_php"",""run_destructor"",""throw"",""write_memory""]","[""engine.exception"",""engine.observer"",""frame.args"",""frame.call_chain"",""heap.array"",""heap.object"",""heap.reference"",""heap.zval"",""runtime.cache""]","[""engine.exception"",""frame.call_chain"",""frame.temps"",""gc.metadata"",""heap.reference"",""heap.zval""]","[""canonicalize"",""conditional_destroy"",""copy_addref"",""cow_separate"",""produce_owned""]","[""bailout"",""destructor"",""exception"",""observer"",""reentrancy"",""safepoint""]","[""contract.opcode_matrix"",""opcode.ZEND_CALL_TRAMPOLINE""]","[{""end_line"":9182,""path"":""Zend/zend_vm_def.h"",""start_line"":9035,""symbol"":""ZEND_CALL_TRAMPOLINE""}]","The cited VM handler and operand declaration provide the exception, bailout, PHP-call/reentrancy, destructor, observer, allocation, reference/indirect, ZTS executor-global paths used for this conservative annotation; JIT status uses only cited compiler cases."
159,ZEND_DISCARD_EXCEPTION,"{""dispatches"":[],""extended"":[],""handler_style"":""ZEND_VM_HANDLER"",""op1"":[""ANY""],""op2"":[""ANY""],""spec"":[],""variants"":[]}",exception,conditional,conditional,never,conditional,The cited handler has no reference-specific path; ordinary zval operands may still be dereferenced only according to their declared handler forms.,never,never,none,runtime.exception,not_started,not_started,"[""destructor"",""exception"",""finally""]","[""bailout"",""call_internal"",""read_memory"",""reenter_php"",""run_destructor"",""throw"",""write_memory""]","[""engine.exception"",""frame.call_chain"",""heap.zval""]","[""engine.exception"",""frame.call_chain"",""heap.zval""]","[""conditional_destroy"",""transfer""]","[""bailout"",""destructor"",""exception"",""reentrancy"",""safepoint""]","[""contract.opcode_matrix"",""opcode.ZEND_DISCARD_EXCEPTION""]","[{""end_line"":8692,""path"":""Zend/zend_vm_def.h"",""start_line"":8665,""symbol"":""ZEND_DISCARD_EXCEPTION""}]","The cited VM handler and operand declaration provide the exception, bailout, destructor paths used for this conservative annotation; JIT status uses only cited compiler cases."
160,ZEND_YIELD,"{""dispatches"":[{""kind"":""helper"",""source_line"":8450,""target"":""zend_yield_in_closed_generator_helper"",""target_end_line"":8441,""target_start_line"":8430}],""extended"":[""SRC""],""handler_style"":""ZEND_VM_HANDLER"",""op1"":[""CONST"",""TMP"",""VAR"",""CV"",""UNUSED""],""op2"":[""CONST"",""TMP"",""CV"",""UNUSED""],""spec"":[],""variants"":[]}",suspend,conditional,conditional,never,conditional,"The cited handler contains an explicit reference, indirect, dereference, or separation path; preserve alias identity and the listed ownership actions.",never,never,partial,suspend.generator,not_started,not_started,"[""destructor"",""exception"",""generator"",""reference"",""zts""]","[""bailout"",""call_internal"",""read_memory"",""reenter_php"",""run_destructor"",""suspend"",""throw"",""write_memory""]","[""engine.exception"",""engine.generator"",""frame.call_chain"",""frame.locals"",""frame.temps"",""heap.reference"",""heap.zval""]","[""engine.exception"",""engine.generator"",""frame.call_chain"",""gc.metadata"",""heap.zval""]","[""canonicalize"",""conditional_destroy"",""copy_addref"",""move"",""transfer""]","[""bailout"",""destructor"",""exception"",""reentrancy"",""safepoint"",""suspend""]","[""contract.opcode_matrix"",""opcode.ZEND_YIELD""]","[{""end_line"":8441,""path"":""Zend/zend_vm_def.h"",""start_line"":8430,""symbol"":""zend_yield_in_closed_generator_helper""},{""end_line"":8562,""path"":""Zend/zend_vm_def.h"",""start_line"":8442,""symbol"":""ZEND_YIELD""},{""end_line"":2756,""path"":""ext/opcache/jit/zend_jit.c"",""start_line"":2756,""symbol"":""ZEND_YIELD""}]","The cited VM handler and operand declaration provide the exception, bailout, destructor, reference/indirect, ZTS executor-global paths used for this conservative annotation; JIT status uses only cited compiler cases. Dispatched helper definitions (zend_yield_in_closed_generator_helper) are cited and included in the conservative effect union."
161,ZEND_GENERATOR_RETURN,"{""dispatches"":[],""extended"":[],""handler_style"":""ZEND_VM_HANDLER"",""op1"":[""CONST"",""TMP"",""VAR"",""CV""],""op2"":[""ANY""],""spec"":[""OBSERVER""],""variants"":[]}",return,conditional,conditional,never,conditional,"The cited handler contains an explicit reference, indirect, dereference, or separation path; preserve alias identity and the listed ownership actions.",conditional,never,partial,control.return,not_started,not_started,"[""destructor"",""exception"",""generator"",""observer"",""reference"",""zts""]","[""bailout"",""call_internal"",""observe_frame"",""read_memory"",""reenter_php"",""run_destructor"",""terminate"",""throw"",""write_memory""]","[""engine.exception"",""engine.generator"",""engine.observer"",""frame.args"",""frame.call_chain"",""frame.locals"",""frame.temps"",""heap.reference"",""heap.zval""]","[""engine.exception"",""frame.call_chain"",""heap.zval""]","[""canonicalize"",""conditional_destroy"",""copy_addref"",""move"",""transfer""]","[""bailout"",""destructor"",""exception"",""observer"",""reentrancy"",""safepoint""]","[""contract.opcode_matrix"",""opcode.ZEND_GENERATOR_RETURN""]","[{""end_line"":4816,""path"":""Zend/zend_vm_def.h"",""start_line"":4770,""symbol"":""ZEND_GENERATOR_RETURN""},{""end_line"":2751,""path"":""ext/opcache/jit/zend_jit.c"",""start_line"":2751,""symbol"":""ZEND_GENERATOR_RETURN""}]","The cited VM handler and operand declaration provide the exception, bailout, destructor, observer, reference/indirect, ZTS executor-global paths used for this conservative annotation; JIT status uses only cited compiler cases."
162,ZEND_FAST_CALL,"{""dispatches"":[],""extended"":[],""handler_style"":""ZEND_VM_HANDLER"",""op1"":[""JMP_ADDR""],""op2"":[""ANY""],""spec"":[],""variants"":[]}",control,never,never,never,never,The cited handler has no reference-specific path; ordinary zval operands may still be dereferenced only according to their declared handler forms.,never,never,partial,control.branch,not_started,not_started,"[""finally""]","[""read_memory"",""write_memory""]","[""frame.call_chain""]","[""frame.call_chain""]","[""borrow""]",[],"[""contract.opcode_matrix"",""opcode.ZEND_FAST_CALL""]","[{""end_line"":8703,""path"":""Zend/zend_vm_def.h"",""start_line"":8693,""symbol"":""ZEND_FAST_CALL""},{""end_line"":280,""path"":""ext/opcache/jit/zend_jit.c"",""start_line"":280,""symbol"":""ZEND_FAST_CALL""}]",The cited VM handler and operand declaration provide the ordinary operand/result paths used for this conservative annotation; JIT status uses only cited compiler cases.
163,ZEND_FAST_RET,"{""dispatches"":[{""kind"":""helper"",""source_line"":8721,""target"":""zend_dispatch_try_catch_finally_helper"",""target_end_line"":8221,""target_start_line"":8145}],""extended"":[],""handler_style"":""ZEND_VM_HANDLER"",""op1"":[""ANY""],""op2"":[""TRY_CATCH""],""spec"":[],""variants"":[]}",control,conditional,never,never,conditional,The cited handler has no reference-specific path; ordinary zval operands may still be dereferenced only according to their declared handler forms.,conditional,never,partial,control.branch,not_started,not_started,"[""destructor"",""exception"",""finally"",""observer"",""zts""]","[""call_internal"",""observe_frame"",""read_memory"",""run_destructor"",""throw"",""write_memory""]","[""engine.exception"",""engine.observer"",""frame.call_chain"",""frame.temps"",""heap.object"",""heap.zval""]","[""engine.exception"",""engine.observer"",""frame.call_chain"",""frame.temps"",""gc.metadata"",""heap.object"",""heap.zval""]","[""borrow"",""conditional_destroy""]","[""destructor"",""exception"",""observer""]","[""contract.opcode_matrix"",""opcode.ZEND_FAST_RET""]","[{""end_line"":8221,""path"":""Zend/zend_vm_def.h"",""start_line"":8145,""symbol"":""zend_dispatch_try_catch_finally_helper""},{""end_line"":8723,""path"":""Zend/zend_vm_def.h"",""start_line"":8704,""symbol"":""ZEND_FAST_RET""},{""end_line"":2749,""path"":""ext/opcache/jit/zend_jit.c"",""start_line"":2749,""symbol"":""ZEND_FAST_RET""}]","The cited VM handler and operand declaration provide the exception, ZTS executor-global paths used for this conservative annotation; JIT status uses only cited compiler cases. Dispatched helper definitions (zend_dispatch_try_catch_finally_helper) are cited and included in the conservative effect union."
164,ZEND_RECV_VARIADIC,"{""dispatches"":[],""extended"":[],""handler_style"":""ZEND_VM_HANDLER"",""op1"":[""NUM""],""op2"":[""UNUSED""],""spec"":[],""variants"":[]}",none,conditional,never,never,never,"The cited handler contains an explicit reference, indirect, dereference, or separation path; preserve alias identity and the listed ownership actions.",never,never,none,runtime.misc,not_started,not_started,"[""exception"",""reference""]","[""allocate"",""call_internal"",""read_memory"",""throw"",""write_memory""]","[""engine.exception"",""frame.args"",""frame.call_chain"",""heap.array"",""heap.reference"",""heap.string""]","[""engine.exception"",""frame.args"",""gc.metadata"",""heap.zval""]","[""borrow"",""canonicalize"",""copy_addref"",""cow_separate""]","[""exception"",""safepoint""]","[""contract.opcode_matrix"",""opcode.ZEND_RECV_VARIADIC""]","[{""end_line"":5881,""path"":""Zend/zend_vm_def.h"",""start_line"":5810,""symbol"":""ZEND_RECV_VARIADIC""}]","The cited VM handler and operand declaration provide the exception, allocation, reference/indirect paths used for this conservative annotation; JIT status uses only cited compiler cases."
165,ZEND_SEND_UNPACK,"{""dispatches"":[],""extended"":[],""handler_style"":""ZEND_VM_HANDLER"",""op1"":[""ANY""],""op2"":[""ANY""],""spec"":[],""variants"":[]}",none,conditional,conditional,conditional,conditional,"The cited handler contains an explicit reference, indirect, dereference, or separation path; preserve alias identity and the listed ownership actions.",never,never,trace,runtime.reference,not_started,not_started,"[""destructor"",""exception"",""reference"",""zts""]","[""allocate"",""bailout"",""call_internal"",""call_php"",""read_memory"",""reenter_php"",""run_destructor"",""throw"",""write_memory""]","[""engine.exception"",""frame.args"",""frame.call_chain"",""heap.array"",""heap.object"",""heap.reference"",""heap.string"",""heap.zval""]","[""engine.exception"",""frame.args"",""frame.call_chain"",""gc.metadata"",""heap.zval""]","[""borrow"",""canonicalize"",""conditional_destroy"",""copy_addref"",""cow_separate"",""move""]","[""bailout"",""destructor"",""exception"",""reentrancy"",""safepoint""]","[""contract.opcode_matrix"",""opcode.ZEND_SEND_UNPACK""]","[{""end_line"":5520,""path"":""Zend/zend_vm_def.h"",""start_line"":5303,""symbol"":""ZEND_SEND_UNPACK""},{""end_line"":6458,""path"":""ext/opcache/jit/zend_jit_trace.c"",""start_line"":6458,""symbol"":""ZEND_SEND_UNPACK""}]","The cited VM handler and operand declaration provide the exception, bailout, PHP-call/reentrancy, destructor, allocation, reference/indirect, ZTS executor-global paths used for this conservative annotation; JIT status uses only cited compiler cases."
166,ZEND_YIELD_FROM,"{""dispatches"":[],""extended"":[],""handler_style"":""ZEND_VM_HANDLER"",""op1"":[""CONST"",""TMP"",""CV""],""op2"":[""ANY""],""spec"":[],""variants"":[]}",suspend,conditional,conditional,conditional,conditional,"The cited handler contains an explicit reference, indirect, dereference, or separation path; preserve alias identity and the listed ownership actions.",never,never,partial,suspend.generator,not_started,not_started,"[""destructor"",""exception"",""generator"",""reference"",""zts""]","[""bailout"",""call_internal"",""call_php"",""read_memory"",""reenter_php"",""resume"",""run_destructor"",""suspend"",""throw"",""write_memory""]","[""engine.exception"",""engine.generator"",""frame.call_chain"",""frame.locals"",""frame.temps"",""heap.object"",""heap.reference"",""heap.zval""]","[""engine.exception"",""engine.generator"",""frame.call_chain"",""heap.zval""]","[""canonicalize"",""conditional_destroy"",""copy_addref"",""move"",""transfer""]","[""bailout"",""destructor"",""exception"",""reentrancy"",""safepoint"",""suspend""]","[""contract.opcode_matrix"",""opcode.ZEND_YIELD_FROM""]","[{""end_line"":8664,""path"":""Zend/zend_vm_def.h"",""start_line"":8563,""symbol"":""ZEND_YIELD_FROM""},{""end_line"":2757,""path"":""ext/opcache/jit/zend_jit.c"",""start_line"":2757,""symbol"":""ZEND_YIELD_FROM""}]","The cited VM handler and operand declaration provide the exception, bailout, PHP-call/reentrancy, destructor, reference/indirect, ZTS executor-global paths used for this conservative annotation; JIT status uses only cited compiler cases."
167,ZEND_COPY_TMP,"{""dispatches"":[],""extended"":[],""handler_style"":""ZEND_VM_HANDLER"",""op1"":[""TMPVAR""],""op2"":[""UNUSED""],""spec"":[],""variants"":[]}",temporary,never,never,never,never,The cited handler has no reference-specific path; ordinary zval operands may still be dereferenced only according to their declared handler forms.,never,never,none,runtime.misc,not_started,not_started,[],"[""read_memory"",""write_memory""]","[""frame.temps""]","[""frame.temps""]","[""copy_addref"",""produce_owned""]",[],"[""contract.opcode_matrix"",""opcode.ZEND_COPY_TMP""]","[{""end_line"":9806,""path"":""Zend/zend_vm_def.h"",""start_line"":9798,""symbol"":""ZEND_COPY_TMP""}]",The cited VM handler and operand declaration provide the ordinary operand/result paths used for this conservative annotation; JIT status uses only cited compiler cases.
168,ZEND_BIND_GLOBAL,"{""dispatches"":[],""extended"":[""CACHE_SLOT""],""handler_style"":""ZEND_VM_HOT_HANDLER"",""op1"":[""CV""],""op2"":[""CONST""],""spec"":[],""variants"":[]}",in_place,conditional,conditional,never,conditional,"The cited handler contains an explicit reference, indirect, dereference, or separation path; preserve alias identity and the listed ownership actions.",never,never,both,runtime.reference,not_started,not_started,"[""destructor"",""exception"",""reference"",""zts""]","[""bailout"",""call_internal"",""read_memory"",""reenter_php"",""run_destructor"",""throw"",""write_memory""]","[""engine.exception"",""frame.call_chain"",""frame.locals"",""heap.array"",""heap.reference"",""heap.string"",""heap.zval"",""runtime.cache"",""runtime.symbol_table""]","[""engine.exception"",""frame.call_chain"",""frame.locals"",""heap.reference"",""heap.zval""]","[""borrow"",""canonicalize"",""conditional_destroy"",""copy_addref""]","[""bailout"",""destructor"",""exception"",""reentrancy"",""safepoint""]","[""contract.opcode_matrix"",""opcode.ZEND_BIND_GLOBAL""]","[{""end_line"":8803,""path"":""Zend/zend_vm_def.h"",""start_line"":8724,""symbol"":""ZEND_BIND_GLOBAL""},{""end_line"":2507,""path"":""ext/opcache/jit/zend_jit.c"",""start_line"":2507,""symbol"":""ZEND_BIND_GLOBAL""},{""end_line"":6160,""path"":""ext/opcache/jit/zend_jit_trace.c"",""start_line"":6160,""symbol"":""ZEND_BIND_GLOBAL""}]","The cited VM handler and operand declaration provide the exception, bailout, destructor, reference/indirect, ZTS executor-global paths used for this conservative annotation; JIT status uses only cited compiler cases."
169,ZEND_COALESCE,"{""dispatches"":[],""extended"":[],""handler_style"":""ZEND_VM_COLD_CONST_HANDLER"",""op1"":[""CONST"",""TMP"",""CV""],""op2"":[""JMP_ADDR""],""spec"":[],""variants"":[]}",control,conditional,conditional,never,conditional,"The cited handler contains an explicit reference, indirect, dereference, or separation path; preserve alias identity and the listed ownership actions.",never,never,trace,control.branch,not_started,not_started,"[""destructor"",""exception"",""reference""]","[""bailout"",""read_memory"",""reenter_php"",""run_destructor"",""throw"",""write_memory""]","[""engine.exception"",""frame.call_chain"",""frame.locals"",""frame.temps"",""heap.reference"",""heap.zval""]","[""engine.exception"",""frame.call_chain"",""heap.zval""]","[""borrow"",""canonicalize"",""conditional_destroy"",""copy_addref"",""move""]","[""bailout"",""destructor"",""exception"",""reentrancy"",""safepoint""]","[""contract.opcode_matrix"",""opcode.ZEND_COALESCE""]","[{""end_line"":7885,""path"":""Zend/zend_vm_def.h"",""start_line"":7845,""symbol"":""ZEND_COALESCE""},{""end_line"":17225,""path"":""ext/opcache/jit/zend_jit_ir.c"",""start_line"":17225,""symbol"":""ZEND_COALESCE""}]","The cited VM handler and operand declaration provide the exception, bailout, destructor, reference/indirect paths used for this conservative annotation; JIT status uses only cited compiler cases."
170,ZEND_SPACESHIP,"{""dispatches"":[],""extended"":[],""handler_style"":""ZEND_VM_COLD_CONSTCONST_HANDLER"",""op1"":[""CONST"",""TMP"",""CV""],""op2"":[""CONST"",""TMP"",""CV""],""spec"":[],""variants"":[]}",temporary,conditional,conditional,never,conditional,The cited handler has no reference-specific path; ordinary zval operands may still be dereferenced only according to their declared handler forms.,never,never,none,scalar.compare,not_started,not_started,"[""destructor"",""exception""]","[""bailout"",""read_memory"",""reenter_php"",""run_destructor"",""throw"",""write_memory""]","[""engine.exception"",""frame.call_chain"",""frame.locals"",""frame.temps"",""heap.zval""]","[""engine.exception"",""frame.call_chain"",""frame.temps"",""heap.zval""]","[""conditional_destroy"",""produce_owned""]","[""bailout"",""destructor"",""exception"",""reentrancy"",""safepoint""]","[""contract.opcode_matrix"",""opcode.ZEND_SPACESHIP""]","[{""end_line"":801,""path"":""Zend/zend_vm_def.h"",""start_line"":788,""symbol"":""ZEND_SPACESHIP""}]","The cited VM handler and operand declaration provide the exception, bailout, destructor paths used for this conservative annotation; JIT status uses only cited compiler cases."
